id,date,text,source,clean_text,label,confidence,label_reason
507818723344789504,Fri Sep 05 09:13:13 +0000 2014,Why Canada must approach Ebola outbreak like a natural disaster http://www.cbc.ca/news/canada/why-canada-must-approach-ebola-outbreak-like-a-natural-disaster-1.2754828?cmp=rss,CBCHEALTH.CSV,canada must approach ebola outbreak like natural disaster,1,0.8500000000000001,community_spread: outbreak
564976637285244928,Tue Feb 10 02:38:21 +0000 2015,"California confirms 107 cases of measles, 39 from Disneyland outbreak http://reut.rs/1ARc8Ie",REUTERSHEALTH.CSV,california confirms cases measles disneyland outbreak,1,0.8500000000000001,community_spread: outbreak
463155443422855168,Mon May 05 03:17:17 +0000 2014,Brittle bone disease protein 'find' http://bbc.in/1lQ6D3d,BBCHEALTH.CSV,brittle bone disease protein find,0,0.7,No outbreak indicators found
339972975073832960,Thu May 30 05:14:08 +0000 2013,Got a minute? Learn how to reduce your child's risk of drowning http://at.cnn.com/Dm4agfE,CNNHEALTH.CSV,got minute learn reduce childs risk drowning,0,0.7,No outbreak indicators found
362882657291476992,Thu Aug 01 10:29:02 +0000 2013,Winnipeg tragedy renews focus on postpartum depression http://bit.ly/14GCRRE,CBCHEALTH.CSV,winnipeg tragedy renews focus postpartum depression,0,0.7,No outbreak indicators found
499668506125029377,Wed Aug 13 21:27:09 +0000 2014,Controversial studies say lowest sodium intake may pose risks http://reut.rs/1sUzWmQ,REUTERSHEALTH.CSV,controversial studies say lowest sodium intake may pose risks,0,0.7,No outbreak indicators found
362290202733068289,Tue Jul 30 19:14:50 +0000 2013,RT @drsanjaygupta: a rare look inside a village where every resident has severe dementia. entire video is now here. http://on.cnn.com/13X0Hg2 …,CNNHEALTH.CSV,rare look inside village every resident severe dementia entire video,1,0.9,community_spread: entire | severity: severe
423267068348493824,Wed Jan 15 01:35:07 +0000 2014,"Ellie has braved ""two-a-days"" her entire life, showing up on time and ready to play http://cnn.it/1kA7M0m #DownSyndrome @GDSFoundation",CNNHEALTH.CSV,ellie braved twoadays entire life showing time ready play downsyndrome,1,0.8500000000000001,community_spread: entire
573193687028666368,Wed Mar 04 18:49:59 +0000 2015,Nap time isn't one-size-fits-all http://reut.rs/1Cx013X,REUTERSHEALTH.CSV,nap time isnt onesizefitsall,0,0.9,Individual symptom mention only
430735186578264064,Tue Feb 04 16:10:45 +0000 2014,AUDIO: Nutt: E-cigs are a 'health advance' http://bbc.in/LLS5DJ,BBCHEALTH.CSV,audio nutt ecigs health advance,0,0.7,No outbreak indicators found
458748441116409856,Tue Apr 22 23:25:26 +0000 2014,Errr... we've got another 10 or so RT @JillianMichaels: 5lbs to go ;) http://pbs.twimg.com/media/Bl1k95JCYAAJbcq.jpg,CNNHEALTH.CSV,errr weve got another lbs,1,0.8500000000000001,multiple_cases: another
395150700356710400,Tue Oct 29 11:30:43 +0000 2013,RT @EatThisNotThat: “Life expectancy would grow by leaps and bounds if green vegetables smelled as good as bacon.”—Doug Larson,CNNHEALTH.CSV,life expectancy would grow leaps bounds green vegetables smelled good bacondoug larson,0,0.7,No outbreak indicators found
505055015833059328,Thu Aug 28 18:11:13 +0000 2014,"U.S. infant vaccination rates high, timeliness a concern: CDC http://reut.rs/1u0LZiR",REUTERSHEALTH.CSV,infant vaccination rates high timeliness concern cdc,1,0.8500000000000001,official_concern: cdc
573184945067298816,Wed Mar 04 18:15:14 +0000 2015,Why the Supreme Court heard an #Obamacare fairytale: http://reut.rs/1B20f0N #ReutersSCOTUS,REUTERSHEALTH.CSV,supreme court heard obamacare fairytale reutersscotus,0,0.7,No outbreak indicators found
521315688200540160,Sun Oct 12 15:05:20 +0000 2014,New U.S. Ebola case caused by breach of care protocol: CDC http://reut.rs/11a9fmj,REUTERSHEALTH.CSV,new ebola case caused breach care protocol cdc,1,0.8500000000000001,official_concern: cdc
421709996435312640,Fri Jan 10 18:27:52 +0000 2014,Saskatchewan starts restricting who gets flu shots http://bit.ly/1hE6DCQ,CBCHEALTH.CSV,saskatchewan starts restricting gets flu shots,0,0.7,No outbreak indicators found
535551630591414272,Thu Nov 20 21:53:53 +0000 2014,Doctor who treated source of second Mali Ebola outbreak dies http://reut.rs/1xHt9Ti,REUTERSHEALTH.CSV,doctor treated source second mali ebola outbreak dies,1,0.8500000000000001,community_spread: outbreak
483746564561575936,Mon Jun 30 22:59:03 +0000 2014,U.S. CDC tests suggest anthrax exposures 'highly unlikely' http://reut.rs/1lLfSCu,REUTERSHEALTH.CSV,cdc tests suggest anthrax exposures highly unlikely,1,0.8500000000000001,official_concern: cdc
576835641050329090,Sat Mar 14 20:01:48 +0000 2015,At least 10 people flown to U.S. after possible Ebola exposure: CDC http://reut.rs/1BiEZiX,REUTERSHEALTH.CSV,least people flown possible ebola exposure cdc,1,0.8500000000000001,official_concern: cdc
304270356779249664,Wed Feb 20 16:44:40 +0000 2013,"Breasts, butts out in 2012, plastic surgeon @TonyYounMD says http://at.cnn.com/TYXUoPJ",CNNHEALTH.CSV,breasts butts plastic surgeon says,0,0.7,rapid_increase: surge
250952266201329666,Wed Sep 26 13:37:37 +0000 2012,Cruise ship fails CDC health inspection http://at.cnn.com/b6hvZW,CNNHEALTH.CSV,cruise ship fails cdc health inspection,1,0.8500000000000001,official_concern: cdc
558019823477989376,Wed Jan 21 21:54:28 +0000 2015,More older adults are reporting falls http://reut.rs/1uuzVfg,REUTERSHEALTH.CSV,older adults reporting falls,0,0.9,Individual symptom mention only
522015326331240448,Tue Oct 14 13:25:27 +0000 2014,AstraZeneca looks to EU decision for next cancer drug boost http://reut.rs/1wzdLUB,REUTERSHEALTH.CSV,astrazeneca looks decision next cancer drug boost,0,0.7,No outbreak indicators found
382544822554222593,Tue Sep 24 16:39:27 +0000 2013,SARS doctor Donald Low's posthumous plea for assisted suicide http://bit.ly/1fhxa8l,CBCHEALTH.CSV,sars doctor donald lows posthumous plea assisted suicide,0,0.7,No outbreak indicators found
557652605762301953,Tue Jan 20 21:35:16 +0000 2015,New outbreak of avian flu found in Washington state http://reut.rs/1xSW2q6,REUTERSHEALTH.CSV,new outbreak avian flu found washington state,1,0.9,community_spread: outbreak | geographic: state
337212082170757120,Wed May 22 14:23:20 +0000 2013,"@JulieWritesWell Oh, we rarely miss John Stamos in anything... :)",CNNHEALTH.CSV,rarely miss john stamos anything,0,0.7,No outbreak indicators found
474680214518509568,Thu Jun 05 22:32:36 +0000 2014,8 Lyme disease prevention tips to heed as ticks spread http://www.cbc.ca/news/health/8-lyme-disease-prevention-tips-to-heed-as-ticks-spread-1.2666536?cmp=rss,CBCHEALTH.CSV,lyme disease prevention tips heed ticks spread,1,0.8500000000000001,community_spread: spread
350166209968349184,Thu Jun 27 08:18:24 +0000 2013,Today's #health minute: Warning signs of a heart attack  http://at.cnn.com/sZlw4ms,CNNHEALTH.CSV,todays health minute warning signs heart attack,1,0.8500000000000001,official_concern: warning
249522198241480708,Sat Sep 22 14:55:02 +0000 2012,"For more weight loss, exercise less? http://at.cnn.com/jjcDhO",CNNHEALTH.CSV,weight loss exercise less,0,0.9,Individual symptom mention only
489844390752317440,Thu Jul 17 18:49:38 +0000 2014,"Before anthrax mishap, CDC made similar lab safety pledges: lawmaker http://reut.rs/1ta8dPu",REUTERSHEALTH.CSV,anthrax mishap cdc made similar lab safety pledges lawmaker,1,0.8500000000000001,official_concern: cdc
540234448214577152,Wed Dec 03 20:01:44 +0000 2014,Half of Canadians with disabilities can't find a job — those who do get paid far less http://www.cbc.ca/news/business/less-than-half-of-canadian-adults-with-disabilities-have-jobs-statscan-1.2858954?cmp=rss,CBCHEALTH.CSV,half canadians disabilities cant find job get paid far less,0,0.7,No outbreak indicators found
477436879587913729,Fri Jun 13 13:06:37 +0000 2014,"Autism therapy may cost $2.4 mil. and it did cost her family, but this mom says it was totally &amp; completely worth it http://www.cnn.com/2014/06/13/health/autism-children-cost-irpt/index.html?hpt=he_t2",CNNHEALTH.CSV,autism therapy may cost mil cost family mom says totally amp completely worth,0,0.7,No outbreak indicators found
484742742346444800,Thu Jul 03 16:57:30 +0000 2014,Superheroes fight grime at IWK Health Centre in Halifax http://www.cbc.ca/news/canada/nova-scotia/superheroes-fight-grime-at-iwk-health-centre-in-halifax-1.2694564?cmp=rss,CBCHEALTH.CSV,superheroes fight grime iwk health centre halifax,0,0.7,No outbreak indicators found
522062535600930818,Tue Oct 14 16:33:02 +0000 2014,FDA staff recommend Pfizer keep black box warning on anti-smoking drug http://reut.rs/11jyBhv,REUTERSHEALTH.CSV,fda staff recommend pfizer keep black box warning antismoking drug,1,0.8500000000000001,official_concern: warning
474719712161460224,Fri Jun 06 01:09:33 +0000 2014,Bosses urged to promote lunch breaks http://bbc.in/1xf5AiB,BBCHEALTH.CSV,bosses urged promote lunch breaks,0,0.7,No outbreak indicators found
566024089786396672,Fri Feb 13 00:00:33 +0000 2015,Doctors warn of healthcare impact from Pacific trade pact http://reut.rs/1FEJbOP,REUTERSHEALTH.CSV,doctors warn healthcare impact pacific trade pact,0,0.7,No outbreak indicators found
522419340931764224,Wed Oct 15 16:10:51 +0000 2014,Collegiate athletes in contact sports often carry MRSA: study http://reut.rs/11nVAbh,REUTERSHEALTH.CSV,collegiate athletes contact sports often carry mrsa study,0,0.7,No outbreak indicators found
554713090215129088,Mon Jan 12 18:54:41 +0000 2015,Colorado patient won't be tested for Ebola: state health officials http://reut.rs/14QKTPN,REUTERSHEALTH.CSV,colorado patient wont tested ebola state health officials,1,0.9,geographic: state | official_concern: health officials
390181221205950464,Tue Oct 15 18:23:47 +0000 2013,New Down Syndrome test less invasive for pregnant women http://bit.ly/1cShSFd,CBCHEALTH.CSV,new syndrome test less invasive pregnant women,0,0.7,No outbreak indicators found
486629700677025794,Tue Jul 08 21:55:36 +0000 2014,Alcohol ads linked to underage drinkers' favorite brands http://reut.rs/1stUrGX,REUTERSHEALTH.CSV,alcohol ads linked underage drinkers favorite brands,0,0.7,No outbreak indicators found
412605923367333888,Mon Dec 16 15:31:32 +0000 2013,"Antibacterial soap could pose health risks, FDA says http://bit.ly/1fylwmH",CBCHEALTH.CSV,antibacterial soap could pose health risks fda says,0,0.7,No outbreak indicators found
489841991367147521,Thu Jul 17 18:40:06 +0000 2014,Vietnamese community rallies support for leukemia patient Mai Duong http://www.cbc.ca/news/canada/montreal/vietnamese-community-rallies-support-for-leukemia-patient-mai-duong-1.2709880?cmp=rss,CBCHEALTH.CSV,vietnamese community rallies support leukemia patient mai duong,1,0.8500000000000001,community_spread: community
576030580732780544,Thu Mar 12 14:42:47 +0000 2015,FDA says panel to discuss 'superbug' spread http://reut.rs/1B8wgzK,REUTERSHEALTH.CSV,fda says panel discuss superbug spread,1,0.8500000000000001,community_spread: spread
558027779800039424,Wed Jan 21 22:26:05 +0000 2015,Alcohol ads on TV tied to youth drinking risk http://reut.rs/1xZ3Gza,REUTERSHEALTH.CSV,alcohol ads tied youth drinking risk,0,0.7,No outbreak indicators found
497454632621207552,Thu Aug 07 18:50:01 +0000 2014,RT @Reuters: U.S. CDC director says has activated agency's emergency response operation center at highest level of response for Ebola outbr…,REUTERSHEALTH.CSV,cdc director says activated agencys emergency response operation center highest level response ebola outbr,1,0.9,severity: emergency | official_concern: cdc
337501464693964800,Thu May 23 09:33:14 +0000 2013,Quick thinking saves #tornado victims http://at.cnn.com/ktXUxQI,CNNHEALTH.CSV,quick thinking saves tornado victims,0,0.7,No outbreak indicators found
381085602239631361,Fri Sep 20 16:01:02 +0000 2013,The 'next outbreak may be just a plane ride away' @CDCgov Dr. Frieden says of our vulnerability to disease http://www.cnn.com/2013/09/20/health/disease-outbreak-risk-frieden/index.html,CNNHEALTH.CSV,next outbreak may plane ride away frieden says vulnerability disease,1,0.8500000000000001,community_spread: outbreak
524732397741690880,Wed Oct 22 01:22:07 +0000 2014,"Obama, advisers to huddle with new Ebola 'czar' on Wednesday http://reut.rs/1orUKVv",REUTERSHEALTH.CSV,obama advisers huddle new ebola czar wednesday,0,0.7,No outbreak indicators found
534617503419625472,Tue Nov 18 08:02:00 +0000 2014,"AstraZeneca trumpets progress in cancer, other drugs http://reut.rs/1xSGZkr",REUTERSHEALTH.CSV,astrazeneca trumpets progress cancer drugs,0,0.7,No outbreak indicators found
524926225018785792,Wed Oct 22 14:12:19 +0000 2014,1.5 million ppl died last year from this curable disease: http://cnn.it/1DAr0Jc @WHO,CNNHEALTH.CSV,million ppl died last year curable disease,0,0.7,No outbreak indicators found
321683008073637888,Tue Apr 09 17:56:20 +0000 2013,Baby food makers sued over lead warning labels http://at.cnn.com/74Gu4rN,CNNHEALTH.CSV,baby food makers sued lead warning labels,1,0.8500000000000001,official_concern: warning
497115112663031808,Wed Aug 06 20:20:53 +0000 2014,VIDEO: Ebola drug 'poses ethics questions' http://bbc.in/1oDVrse,BBCHEALTH.CSV,video ebola drug poses ethics questions,0,0.7,No outbreak indicators found
519976027834298368,Wed Oct 08 22:22:00 +0000 2014,RT @kimbrunhuber: Chief health officer clarifies Ambrose announcement: only passengers from WAfrica who are ill or contacted ill will be te…,CBCHEALTH.CSV,chief health officer clarifies ambrose announcement passengers wafrica ill contacted ill,1,0.8500000000000001,community_spread: office
532886328560848896,Thu Nov 13 13:22:55 +0000 2014,Cepheid receives grant to develop Ebola diagnostic test http://reut.rs/1zPHvSq,REUTERSHEALTH.CSV,cepheid receives grant develop ebola diagnostic test,0,0.7,No outbreak indicators found
534283868132872192,Mon Nov 17 09:56:15 +0000 2014,Dutch authorities identify highly contagious bird flu strain http://reut.rs/1xOcuMe,REUTERSHEALTH.CSV,dutch authorities identify highly contagious bird flu strain,1,0.8500000000000001,official_concern: authorities
536407163980107776,Sun Nov 23 06:33:28 +0000 2014,Journey through the Ebola heartland http://bbc.in/1qS1ahL,BBCHEALTH.CSV,journey ebola heartland,0,0.9,Individual symptom mention only
484655069917241344,Thu Jul 03 11:09:07 +0000 2014,"Fear, cash shortages hinder fight against Ebola outbreak http://reut.rs/1s2a6wZ",REUTERSHEALTH.CSV,fear cash shortages hinder fight ebola outbreak,1,0.8500000000000001,community_spread: outbreak
421265192010665984,Thu Jan 09 13:00:23 +0000 2014,"RT @CNNMoney: This website lets doctors bid for patients, lowering the costs for procedures like tummy tucks and hip replacements. http://t…",CNNHEALTH.CSV,website lets doctors bid patients lowering costs procedures like tummy tucks hip replacements,0,0.7,No outbreak indicators found
448514607217651712,Tue Mar 25 17:39:50 +0000 2014,Health board chief to take new role http://bbc.in/1dnr1ak,BBCHEALTH.CSV,health board chief take new role,0,0.7,No outbreak indicators found
560427589110865920,Wed Jan 28 13:22:04 +0000 2015,"Asia needs more cash, campaigns, law changes to end HIV epidemic: U.N. http://reut.rs/1EPbcTi",REUTERSHEALTH.CSV,asia needs cash campaigns law changes end hiv epidemic,1,0.8500000000000001,community_spread: epidemic
441914298512584705,Fri Mar 07 12:32:33 +0000 2014,AUDIO: School 'banned' my anorexic daughter http://bbc.in/1laQ5Ry,BBCHEALTH.CSV,audio school banned anorexic daughter,1,0.8500000000000001,community_spread: school
564909964469096448,Mon Feb 09 22:13:25 +0000 2015,4 Toronto measles cases not linked to Disneyland outbreak http://www.cbc.ca/news/canada/toronto/4-toronto-measles-cases-not-linked-to-disneyland-outbreak-1.2950815?cmp=rss,CBCHEALTH.CSV,toronto measles cases linked disneyland outbreak,1,0.8500000000000001,community_spread: outbreak
433318120145428480,Tue Feb 11 19:14:25 +0000 2014,Canadian who died from H5N1 flu might have caught it in illegal bird market http://bit.ly/1lwN5PN,CBCHEALTH.CSV,canadian died flu might caught illegal bird market,0,0.7,No outbreak indicators found
524373792303620097,Tue Oct 21 01:37:09 +0000 2014,"Nigeria declared Ebola-free, holds lessons for others http://reut.rs/1oo8ikU",REUTERSHEALTH.CSV,nigeria declared ebolafree holds lessons others,0,0.7,No outbreak indicators found
468289866388619264,Mon May 19 07:19:39 +0000 2014,AstraZeneca rejects new Pfizer bid http://bbc.in/1lDwJUH,BBCHEALTH.CSV,astrazeneca rejects new pfizer bid,0,0.7,No outbreak indicators found
425972856368152576,Wed Jan 22 12:46:57 +0000 2014,RT @goodhealth: #BREAKFAST: Yummy banana and almond butter toast is just 280 calories! http://ow.ly/sOk0R,CNNHEALTH.CSV,breakfast yummy banana almond butter toast calories,0,0.7,rapid_increase: fast
327481736911003649,Thu Apr 25 17:58:25 +0000 2013,Did you know you can test your dog's #DNA? Better question ... why would you? http://at.cnn.com/yLcrgRf,CNNHEALTH.CSV,know test dogs dna better question would,0,0.7,No outbreak indicators found
256220432246644736,Thu Oct 11 02:31:26 +0000 2012,#Health Minute: The feel of good food http://at.cnn.com/3ZhY9L,CNNHEALTH.CSV,health minute feel good food,0,0.7,No outbreak indicators found
246272475338518528,Thu Sep 13 15:41:48 +0000 2012,"Making your health a priority, even on the road http://at.cnn.com/YrJHFy #triwithme (via @CNNFitNation )",CNNHEALTH.CSV,making health priority even road triwithme via,0,0.7,No outbreak indicators found
262227185287446528,Sat Oct 27 16:20:07 +0000 2012,Avatar inspires gamer to hit the gym (you have to see these photos!!) http://at.cnn.com/VTkt3O,CNNHEALTH.CSV,avatar inspires gamer hit gym see photos,0,0.7,No outbreak indicators found
413856218143158273,Fri Dec 20 02:19:46 +0000 2013,'Standards needed' for hospital food http://bbc.in/1dU4Kwq,BBCHEALTH.CSV,standards needed hospital food,0,0.7,Individual symptom mention only
497315708007489537,Thu Aug 07 09:37:59 +0000 2014,The who-you-know ethics around treating Ebola: Kelly Crowe http://www.cbc.ca/news/health/experimental-ebola-treatment-sparks-who-you-know-debate-1.2729458?cmp=rss,CBCHEALTH.CSV,whoyouknow ethics around treating ebola kelly crowe,1,0.8500000000000001,official_concern: who
573621577113272321,Thu Mar 05 23:10:16 +0000 2015,Inspector testing positive for deadly bacteria didn't get it at Louisiana lab: CDC http://reut.rs/1AMw0Gr,REUTERSHEALTH.CSV,inspector testing positive deadly bacteria didnt get louisiana lab cdc,1,0.8500000000000001,official_concern: cdc
584985578074050560,Mon Apr 06 07:46:44 +0000 2015,VIDEO: Health surcharge for non-EU patients http://bbc.in/1C5Mlbk,BBCHEALTH.CSV,video health surcharge noneu patients,0,0.7,No outbreak indicators found
578613116877037568,Thu Mar 19 17:44:51 +0000 2015,Judge OKs settlements for 78 World Trade Center cleanup workers http://reut.rs/1BCuzLh,REUTERSHEALTH.CSV,judge oks settlements world trade center cleanup workers,0,0.7,No outbreak indicators found
288570238482669568,Tue Jan 08 08:58:00 +0000 2013,Pharmacy: Cleaners should share blame for meningitis outbreak http://at.cnn.com/SFMlf3n,CNNHEALTH.CSV,pharmacy cleaners share blame meningitis outbreak,1,0.8500000000000001,community_spread: outbreak
527506903568773121,Wed Oct 29 17:07:01 +0000 2014,RT @American_Stroke: •A stroke occurs when a blood vessel that carries oxygen &amp; nutrients to the brain is blocked by a clot or the vessel b…,CNNHEALTH.CSV,stroke occurs blood vessel carries oxygen amp nutrients brain blocked clot vessel,0,0.7,No outbreak indicators found
510161607339819008,Thu Sep 11 20:23:00 +0000 2014,"RT @drkarlkabasele: ""Wearing a Bra Doesn't Raise Breast Cancer Risk"" says a new study (but there are limitations to this research): http://…",CBCHEALTH.CSV,wearing bra doesnt raise breast cancer risk says new study limitations research,0,0.7,No outbreak indicators found
524641746144481280,Tue Oct 21 19:21:54 +0000 2014,Americans back travel ban from Ebola outbreak countries: Reuters/Ipsos poll http://reut.rs/1or0hM9,REUTERSHEALTH.CSV,americans back travel ban ebola outbreak countries reutersipsos poll,1,0.8500000000000001,community_spread: outbreak
511178522744729602,Sun Sep 14 15:43:51 +0000 2014,Ebola claims 4th doctor in Sierra Leone after WHO rejects transport to Germany http://www.cbc.ca/news/health/ebola-claims-4th-doctor-in-sierra-leone-after-who-rejects-transport-to-germany-1.2765842?cmp=rss,CBCHEALTH.CSV,ebola claims doctor sierra leone rejects transport germany,0,0.7,No outbreak indicators found
484280556138409985,Wed Jul 02 10:20:56 +0000 2014,VIDEO: 'Worst Ebola outbreak in history' http://bbc.in/1o7v76M,BBCHEALTH.CSV,video worst ebola outbreak history,1,0.8500000000000001,community_spread: outbreak
457196150936727552,Fri Apr 18 16:37:11 +0000 2014,Canada commits $1.3M to fight deadly Ebola outbreak http://www.cbc.ca/news/health/ebola-aid-for-west-africa-canada-commits-1-3m-1.2614944?cmp=rss,CBCHEALTH.CSV,canada commits fight deadly ebola outbreak,1,0.8500000000000001,community_spread: outbreak
